respondent_id,h1n1_vaccine,seasonal_vaccine
34094,0.56,0.7
34095,0.1,0.09
34096,0.15,0.1
34097,0.11,1.0
34098,0.15,0.11
34099,0.23,0.2
34100,0.56,0.44
34101,0.02,0.32
34102,0.18,0.28
34103,0.03,0.12
34104,0.06,0.09
34105,0.04,0.78
34106,0.56,0.75
34107,0.45,0.69
34108,0.2,0.2
34109,0.22,0.22
34110,0.06,0.11
34111,0.0,0.0
34112,0.18,0.27
34113,0.56,0.57
34114,0.08,0.1
34115,0.07,0.23
34116,0.52,0.67
34117,0.32,0.68
34118,0.1,0.33
34119,0.21,0.13
34120,0.04,0.02
34121,0.1,0.51
34122,0.67,0.8
34123,0.0,0.04
34124,0.54,0.83
34125,0.08,0.2
34126,0.25,0.44
34127,0.2,0.67
34128,0.18,0.48
34129,0.21,0.42
34130,0.48,0.98
34131,0.06,0.97
34132,0.05,0.12
34133,0.08,0.59
34134,0.37,0.78
34135,0.48,0.75
34136,0.33,0.37
34137,0.32,0.51
34138,0.62,0.64
34139,0.07,0.69
34140,0.15,0.26
34141,0.52,0.8
34142,0.23,0.6
34143,0.11,0.63
34144,0.76,0.79
34145,0.47,0.56
34146,0.87,0.84
34147,0.08,0.08
34148,0.25,0.89
34149,0.06,0.74
34150,0.22,0.96
34151,0.13,0.43
34152,0.17,0.92
34153,0.19,0.68
34154,0.11,0.43
34155,0.03,0.11
34156,0.19,0.32
34157,0.31,0.31
34158,0.17,0.74
34159,0.25,0.82
34160,0.08,0.31
34161,0.27,0.6
34162,0.09,0.37
34163,0.15,0.7
34164,0.13,0.23
34165,0.2,0.9
34166,0.38,0.76
34167,0.32,0.65
34168,0.22,0.35
34169,0.25,0.3
34170,0.49,0.69
34171,0.12,0.22
34172,0.07,0.22
34173,0.02,0.18
34174,0.01,0.05
34175,0.31,0.55
34176,0.52,0.29
34177,0.05,0.51
34178,0.05,0.09
34179,0.19,0.35
34180,0.08,0.2
34181,0.34,0.83
34182,0.25,0.42
34183,0.02,0.06
34184,0.18,0.65
34185,0.02,0.41
34186,0.24,0.38
34187,0.24,0.72
34188,0.27,0.39
34189,0.12,0.94
34190,0.17,0.35
34191,0.12,0.27
34192,0.26,0.91
34193,0.18,0.66
34194,0.17,0.29
34195,0.85,0.92
34196,0.04,0.06
34197,0.8,0.78
34198,0.22,0.46
34199,0.05,0.9
34200,0.36,0.57
34201,0.14,0.91
34202,0.12,0.87
34203,0.07,0.44
34204,0.2,0.95
34205,0.87,0.97
34206,0.19,0.65
34207,0.08,0.2
34208,0.13,0.31
34209,0.46,0.55
34210,0.61,0.86
34211,0.51,0.66
34212,0.17,0.31
34213,0.34,0.9
34214,0.65,0.83
34215,0.07,0.14
34216,0.16,0.95
34217,0.15,0.9
34218,0.09,0.78
34219,0.38,0.55
34220,0.39,0.74
34221,0.16,0.89
34222,0.59,0.61
34223,0.1,0.9
34224,0.25,0.71
34225,0.14,0.76
34226,0.03,0.2
34227,0.05,0.25
34228,0.15,0.31
34229,0.15,0.64
34230,0.09,0.51
34231,0.33,0.54
34232,0.08,0.99
34233,0.23,0.11
34234,0.52,0.87
34235,0.5,0.71
34236,0.13,0.27
34237,0.41,0.25
34238,0.15,0.45
34239,0.2,0.47
34240,0.13,0.12
34241,0.33,0.53
34242,0.24,0.35
34243,0.04,0.12
34244,0.28,0.74
34245,0.72,0.88
34246,0.13,0.77
34247,0.21,0.19
34248,0.23,0.85
34249,0.05,0.18
34250,0.43,0.73
34251,0.11,0.23
34252,0.81,0.87
34253,0.08,0.24
34254,0.27,0.57
34255,0.17,0.32
34256,0.1,0.47
34257,0.1,0.11
34258,0.02,0.27
34259,0.06,0.11
34260,0.26,0.37
34261,0.04,0.0
34262,0.92,0.83
34263,0.38,0.09
34264,0.35,0.12
34265,0.12,0.15
34266,0.72,0.7
34267,0.76,0.74
34268,0.07,0.15
34269,0.11,0.08
34270,0.28,0.52
34271,0.0,0.46
34272,0.29,0.13
34273,0.22,0.72
34274,0.16,0.32
34275,0.71,0.68
34276,0.4,0.45
34277,0.47,0.57
34278,0.41,0.41
34279,0.13,0.22
34280,0.11,0.23
34281,0.34,0.34
34282,0.36,0.64
34283,0.47,0.77
34284,0.29,0.71
34285,0.06,0.24
34286,0.2,0.56
34287,0.32,0.36
34288,0.59,0.88
34289,0.11,0.4
34290,0.67,0.87
34291,0.1,0.87
34292,0.21,0.35
34293,0.29,0.36
34294,0.0,0.1
34295,0.37,0.31
34296,0.18,0.34
34297,0.65,0.9
34298,0.04,0.59
34299,0.1,0.14
34300,0.42,0.16
34301,0.4,0.64
34302,0.14,0.51
34303,0.24,0.4
34304,0.01,0.06
34305,0.05,0.14
34306,0.41,0.46
34307,0.19,0.21
34308,0.03,0.17
34309,0.07,0.02
34310,0.07,0.1
34311,0.04,0.38
34312,0.07,0.1
34313,0.6,0.81
34314,0.34,0.39
34315,0.08,0.23
34316,0.76,0.98
34317,0.03,0.94
34318,0.22,0.87
34319,0.26,0.23
34320,0.08,0.68
34321,0.05,0.2
34322,0.31,0.55
34323,0.25,0.17
34324,0.62,0.65
34325,0.03,0.28
34326,0.17,0.25
34327,0.74,0.96
34328,0.11,0.31
34329,0.38,0.79
34330,0.71,0.97
34331,0.72,0.2
34332,0.43,0.47
34333,0.12,0.36
34334,0.61,0.5
34335,0.05,0.07
34336,0.09,0.31
34337,0.52,0.47
34338,0.63,0.75
34339,0.11,0.06
34340,0.11,0.57
34341,0.12,0.36
34342,0.36,0.53
34343,0.14,0.13
34344,0.25,0.85
34345,0.11,0.05
34346,0.28,0.1
34347,0.12,0.59
34348,0.06,0.93
34349,0.47,0.9
34350,0.09,0.2
34351,0.08,0.24
34352,0.25,0.57
34353,0.09,0.27
34354,0.43,0.51
34355,0.49,0.63
34356,0.52,0.5
34357,0.48,0.84
34358,0.15,0.76
34359,0.0,0.07
34360,0.08,0.78
34361,0.06,0.54
34362,0.21,0.1
34363,0.54,0.76
34364,0.25,0.76
34365,0.59,0.7
34366,0.08,0.85
34367,0.17,0.14
34368,0.07,0.19
34369,0.17,0.75
34370,0.02,0.14
34371,0.11,0.52
34372,0.08,0.25
34373,0.26,0.51
34374,0.1,0.94
34375,0.19,0.39
34376,0.42,0.58
34377,0.27,0.38
34378,0.09,0.74
34379,0.28,0.57
34380,0.13,0.45
34381,0.12,0.79
34382,0.22,0.8
34383,0.13,0.33
34384,0.21,0.9
34385,0.12,0.89
34386,0.47,0.9
34387,0.0,0.04
34388,0.44,0.65
34389,0.55,0.72
34390,0.35,0.96
34391,0.14,0.37
34392,0.1,0.14
34393,0.18,0.57
34394,0.0,0.04
34395,0.17,0.21
34396,0.16,0.32
34397,0.06,0.08
34398,0.49,0.58
34399,0.02,0.39
34400,0.83,0.79
34401,0.39,0.39
34402,0.03,0.175
34403,0.12,0.7
34404,0.03,0.74
34405,0.09,0.18
34406,0.7,0.8
34407,0.53,0.68
34408,0.13,0.41
34409,0.07,0.42
34410,0.2,0.88
34411,0.08,0.15
34412,0.31,0.52
34413,0.11,0.13
34414,0.9,0.96
34415,0.1,0.29
34416,0.34,0.31
34417,0.09,0.76
34418,0.42,0.74
34419,0.04,0.34
34420,0.07,0.19
34421,0.42,0.7
34422,0.07,0.17
34423,0.14,0.41
34424,0.09,0.93
34425,0.1,0.09
34426,0.05,0.04
34427,0.69,0.95
34428,0.09,0.49
34429,0.19,0.48
34430,0.58,0.59
34431,0.08,0.71
34432,0.06,0.23
34433,0.37,0.82
34434,0.75,0.77
34435,0.66,0.79
34436,0.22,0.76
34437,0.08,0.08
34438,0.06,0.63
34439,0.1,0.2
34440,0.19,0.12
34441,0.09,0.2
34442,0.09,0.52
34443,0.13,0.28
34444,0.1,0.36
34445,0.09,0.08
34446,0.04,0.14
34447,0.19,0.63
34448,0.24,0.25
34449,0.11,0.37
34450,0.61,0.82
34451,0.18,0.36
34452,0.65,0.65
34453,0.24,0.75
34454,0.16,0.54
34455,0.4,0.22
34456,0.08,0.54
34457,0.42,0.86
34458,0.14,0.54
34459,0.15,0.36
34460,0.56,0.42
34461,0.285,0.2675
34462,0.11,0.12
34463,0.44,0.85
34464,0.03,0.18
34465,0.02,0.19
34466,0.02,0.06
34467,0.53,0.87
34468,0.86,0.9
34469,0.43,0.34
34470,0.77,0.95
34471,0.09,0.14
34472,0.83,0.95
34473,0.14,0.24
34474,0.05,0.49
34475,0.17,0.17
34476,0.25,0.83
34477,0.28,0.37
34478,0.18,0.55
34479,0.07,0.1
34480,0.09,0.28
34481,0.4,0.83
34482,0.27,0.76
34483,0.52,0.73
34484,0.09,0.18
34485,0.62,0.86
34486,0.2,0.38
34487,0.11,0.16
34488,0.15,0.61
34489,0.09,0.08
34490,0.16,0.7
34491,0.04,0.53
34492,0.13,0.27
34493,0.19,0.73
34494,0.24,0.52
34495,0.14,0.33
34496,0.34,0.49
34497,0.56,0.82
34498,0.05,0.16
34499,0.19,0.52
34500,0.2,0.69
34501,0.47,0.74
34502,0.0,0.05
34503,0.12,0.42
34504,0.27,0.3
34505,0.02,0.12
34506,0.08,0.17
34507,0.08,0.15
34508,0.15,0.71
34509,0.51,0.59
34510,0.05,0.6
34511,0.19,0.26
34512,0.07,0.57
34513,0.49,0.93
34514,0.05,0.66
34515,0.09,0.21
34516,0.38,0.56
34517,0.09,0.12
34518,0.04,0.37
34519,0.2,0.24
34520,0.17,0.62
34521,0.74,0.88
34522,0.62,0.77
34523,0.14,0.25
34524,0.3,0.93
34525,0.1,0.16
34526,0.39,0.26
34527,0.15,0.13
34528,0.36,0.19
34529,0.29,0.66
34530,0.15,0.43
34531,0.08,0.37
34532,0.11,0.19
34533,0.16,0.93
34534,0.01,0.16
34535,0.04,0.37
34536,0.2,0.59
34537,0.11,0.26
34538,0.47,0.68
34539,0.08,0.2
34540,0.08,0.85
34541,0.34,0.76
34542,0.68,0.53
34543,0.07,0.3
34544,0.22,0.38
34545,0.51,0.75
34546,0.18,0.36
34547,0.21,0.75
34548,0.18,0.48
34549,0.03,0.04
34550,0.1,0.59
34551,0.36,0.75
34552,0.08,0.06
34553,0.77,0.87
34554,0.18,0.08
34555,0.11,0.32
34556,0.04,0.7
34557,0.54,0.865
34558,0.33,0.88
34559,0.0,0.04
34560,0.32,0.34
34561,0.22,0.24
34562,0.14,0.13
34563,0.1,0.49
34564,0.18,0.8
34565,0.43,0.56
34566,0.09,0.88
34567,0.16,0.13
34568,0.09,0.18
34569,0.32,0.69
34570,0.36,0.77
34571,0.61,0.84
34572,0.24,0.56
34573,0.07,0.12
34574,0.19,0.28
34575,0.26,0.65
34576,0.3,0.24
34577,0.14,0.91
34578,0.53,0.85
34579,0.16,0.35
34580,0.11,0.2
34581,0.01,0.07
34582,0.04,0.13
34583,0.12,0.94
34584,0.21,0.52
34585,0.26,0.24
34586,0.07,0.14
34587,0.75,0.58
34588,0.42,0.5
34589,0.78,0.91
34590,0.79,0.81
34591,0.14,0.09
34592,0.15,0.95
34593,0.63,0.55
34594,0.34,0.31
34595,0.2,0.32
34596,0.48,0.8
34597,0.26,0.41
34598,0.24,0.29
34599,0.7,0.79
34600,0.36,0.7
34601,0.37,0.49
34602,0.15,0.38
34603,0.1,0.1
34604,0.05,0.46
34605,0.54,0.44
34606,0.17,0.26
34607,0.2,0.91
34608,0.53,0.79
34609,0.05,0.49
34610,0.02,0.2
34611,0.11,0.35
34612,0.09,0.12
34613,0.1,0.28
34614,0.57,0.77
34615,0.02,0.08
34616,0.31,0.52
34617,0.07,0.1
34618,0.14,0.89
34619,0.16,0.34
34620,0.28,0.25
34621,0.26,0.72
34622,0.04,0.21
34623,0.94,0.85
34624,0.38,0.52
34625,0.48,0.72
34626,0.64,0.73
34627,0.17,0.23
34628,0.26,0.89
34629,0.13,0.12
34630,0.21,0.43
34631,0.08,0.83
34632,0.13,0.06
34633,0.34,0.31
34634,0.34,0.47
34635,0.06,0.07
34636,0.61,0.71
34637,0.04,0.2
34638,0.74,0.82
34639,0.13,0.15
34640,0.04,0.6
34641,0.19,0.21
34642,0.22,0.77
34643,0.74,0.86
34644,0.24,0.55
34645,0.08,0.2
34646,0.1,0.25
34647,0.83,0.65
34648,0.29,0.33
34649,0.13,0.23
34650,0.48,0.79
34651,0.53,0.47
34652,0.23,0.42
34653,0.67,0.92
34654,0.55,0.82
34655,0.29,0.24
34656,0.09,0.13
34657,0.43,0.73
34658,0.18,0.34
34659,0.18,0.42
34660,0.05,0.89
34661,0.2,0.46
34662,0.25,0.59
34663,0.58,0.73
34664,0.21,0.7
34665,0.3,0.31
34666,0.02,0.1
34667,0.03,0.12
34668,0.08,0.86
34669,0.22,0.59
34670,0.71,0.77
34671,0.05,0.91
34672,0.16,0.71
34673,0.36,0.72
34674,0.06,0.16
34675,0.76,0.91
34676,0.74,0.87
34677,0.37,0.19
34678,0.14,0.91
34679,0.63,0.84
34680,0.3,0.88
34681,0.06,0.11
34682,0.65,0.62
34683,0.44,0.81
34684,0.24,0.12
34685,0.31,0.48
34686,0.23,0.51
34687,0.3,0.58
34688,0.06,0.53
34689,0.51,0.5
34690,0.61,0.63
34691,0.14,0.62
34692,0.54,0.79
34693,0.38,0.11
34694,0.1,0.78
34695,0.13,0.35
34696,0.15,0.92
34697,0.08,0.1
34698,0.44,0.51
34699,0.0,0.32
34700,0.21,0.4
34701,0.04,0.2
34702,0.03,0.16
34703,0.15,0.04
34704,0.12,0.83
34705,0.21,0.97
34706,0.4,0.73
34707,0.01,0.05
34708,0.0,0.51
34709,0.12,0.07
34710,0.16,0.02
34711,0.81,0.81
34712,0.46,0.71
34713,0.12,0.24
34714,0.18,0.21
34715,0.1,0.27
34716,0.25,0.7
34717,0.04,0.63
34718,0.11,0.16
34719,0.24,0.62
34720,0.29,0.72
34721,0.03,0.08
34722,0.09,0.12
34723,0.07,0.18
34724,0.66,0.7
34725,0.48,0.88
34726,0.1,0.22
34727,0.11,0.76
34728,0.1,0.87
34729,0.66,0.72
34730,0.17,0.09
34731,0.02,0.26
34732,0.22,0.4
34733,0.31,0.85
34734,0.16,0.75
34735,0.13,0.93
34736,0.01,0.96
34737,0.0,0.13
34738,0.08,0.06
34739,0.04,0.12
34740,0.1,0.48
34741,0.11,0.18
34742,0.15,0.74
34743,0.03,0.08
34744,0.06,0.19
34745,0.17,0.29
34746,0.05,0.47
34747,0.2,0.42
34748,0.82,0.83
34749,0.25,0.21
34750,0.2,0.73
34751,0.54,0.67
34752,0.61,0.74
34753,0.53,0.84
34754,0.11,0.42
34755,0.56,0.96
34756,0.55,0.43
34757,0.33,0.5
34758,0.19,0.54
34759,0.13,0.51
34760,0.6,0.49
34761,0.01,0.03
34762,0.29,0.82
34763,0.52,0.55
34764,0.1,0.07
34765,0.17,0.41
34766,0.31,0.93
34767,0.24,0.82
34768,0.73,0.93
34769,0.33,0.62
34770,0.15,0.53
34771,0.24,0.88
34772,0.28,0.41
34773,0.33,0.95
34774,0.45,0.64
34775,0.18,0.3
34776,0.37,0.23
34777,0.07,0.26
34778,0.47,0.78
34779,0.21,0.5
34780,0.35,0.12
34781,0.09,0.96
34782,0.09,0.07
34783,0.09,0.37
34784,0.11,0.26
34785,0.13,0.48
34786,0.88,0.83
34787,0.03,0.66
34788,0.36,0.84
34789,0.22,0.75
34790,0.67,0.61
34791,0.03,0.19
34792,0.16,0.21
34793,0.76,0.61
34794,0.11,0.59
34795,0.21,0.54
34796,0.08,0.72
34797,0.15,0.42
34798,0.53,0.86
34799,0.08,0.25
34800,0.18,0.53
34801,0.31,0.38
34802,0.21,0.19
34803,0.7,0.92
34804,0.42,0.88
34805,0.21,0.24
34806,0.4,0.79
34807,0.34,0.64
34808,0.4,0.39
34809,0.38,0.29
34810,0.66,0.58
34811,0.03,0.74
34812,0.23,0.45
34813,0.06,0.24
34814,0.05,0.46
34815,0.62,0.61
34816,0.11,0.31
34817,0.14,0.13
34818,0.15,0.69
34819,0.04,0.15
34820,0.06,0.1
34821,0.02,0.12
34822,0.1,0.32
34823,0.26,0.17
34824,0.11,0.19
34825,0.0,0.12
34826,0.04,0.09
34827,0.26,0.86
34828,0.09,0.29
34829,0.71,0.9
34830,0.44,0.58
34831,0.22,0.67
34832,0.05,0.55
34833,0.06,0.18
34834,0.25,0.08
34835,0.08,0.64
34836,0.15,0.68
34837,0.34,0.56
34838,0.04,0.15
34839,0.26,0.44
34840,0.37,0.68
34841,0.14,0.17
34842,0.02,0.07
34843,0.16,0.26
34844,0.27,0.85
34845,0.11,0.39
34846,0.27,0.57
34847,0.72,0.93
34848,0.02,0.09
34849,0.27,0.92
34850,0.47,0.22
34851,0.03,0.46
34852,0.25,0.52
34853,0.08,0.25
34854,0.11,0.49
34855,0.34,0.73
34856,0.58,0.75
34857,0.0,0.14
34858,0.01,0.22
34859,0.25,0.52
34860,0.78,0.59
34861,0.11,0.59
34862,0.24,0.15
34863,0.06,0.1
34864,0.88,0.8
34865,0.7,0.85
34866,0.87,0.88
34867,0.23,0.13
34868,0.67,0.69
34869,0.09,0.78
34870,0.08,0.16
34871,0.01,0.1
34872,0.74,0.93
34873,0.2,0.25
34874,0.44,0.59
34875,0.19,0.52
34876,0.44,0.73
34877,0.5,0.72
34878,0.26,0.93
34879,0.07,0.19
34880,0.15,0.49
34881,0.58,0.8
34882,0.19,0.17
34883,0.04,0.22
34884,0.24,0.61
34885,0.74,0.73
34886,0.49,0.87
34887,0.14,0.12
34888,0.39,0.93
34889,0.25,0.17
34890,0.04,0.12
34891,0.09,0.07
34892,0.85,0.95
34893,0.2,0.47
34894,0.07,0.11
34895,0.69,0.78
34896,0.12,0.69
34897,0.76,0.75
34898,0.18,0.79
34899,0.59,0.85
34900,0.29,0.49
34901,0.1,0.15
34902,0.1,0.33
34903,0.02,0.05
34904,0.17,0.17
34905,0.06,0.14
34906,0.19,0.3
34907,0.04,0.06
34908,0.02,0.3
34909,0.14,0.17
34910,0.71,0.77
34911,0.79,0.62
34912,0.04,0.27
34913,0.58,0.28
34914,0.09,0.78
34915,0.24,0.1
34916,0.26,0.73
34917,0.3,0.95
34918,0.18,0.45
34919,0.47,0.64
34920,0.84,0.89
34921,0.45,0.68
34922,0.09,0.2
34923,0.07,0.74
34924,0.32,0.59
34925,0.03,0.14
34926,0.06,0.72
34927,0.08,0.93
34928,0.12,0.5
34929,0.13,0.62
34930,0.33,0.74
34931,0.1,0.69
34932,0.08,0.7
34933,0.36,0.45
34934,0.11,0.05
34935,0.22,0.71
34936,0.37,0.69
34937,0.04,0.04
34938,0.35,0.81
34939,0.19,0.13
34940,0.45,0.86
34941,0.03,0.1
34942,0.53,0.66
34943,0.05,0.32
34944,0.19,0.18
34945,0.35,0.29
34946,0.31,0.4
34947,0.05,0.18
34948,0.2,0.29
34949,0.04,0.33
34950,0.15,0.38
34951,0.09,0.39
34952,0.07,0.9
34953,0.3,0.7
34954,0.5,0.99
34955,0.02,0.17
34956,0.6,0.89
34957,0.57,0.6
34958,0.18,0.62
34959,0.35,0.21
34960,0.05,0.85
34961,0.17,0.71
34962,0.5,0.78
34963,0.14,0.86
34964,0.11,0.13
34965,0.1,0.22
34966,0.09,0.31
34967,0.41,0.25
34968,0.34,0.52
34969,0.04,0.29
34970,0.26,0.56
34971,0.41,0.47
34972,0.07,0.4
34973,0.3,0.25
34974,0.47,0.52
34975,0.13,0.21
34976,0.03,0.31
34977,0.35,0.3
34978,0.35,0.45
34979,0.09,0.22
34980,0.86,0.65
34981,0.03,0.78
34982,0.72,0.91
34983,0.11,0.32
34984,0.49,0.62
34985,0.29,0.51
34986,0.56,0.39
34987,0.06,0.13
34988,0.38,0.63
34989,0.04,0.26
34990,0.17,0.7
34991,0.55,0.66
34992,0.17,0.93
34993,0.13,0.6
34994,0.35,0.94
34995,0.07,0.81
34996,0.81,0.86
34997,0.37,0.29
34998,0.65,0.57
34999,0.14,0.35
35000,0.17,0.35
35001,0.03,0.23
35002,0.05,0.81
35003,0.32,0.54
35004,0.07,0.13
35005,0.04,0.43
35006,0.28,0.45
35007,0.04,0.19
35008,0.1,0.46
35009,0.12,0.82
35010,0.24,0.37133333333333335
35011,0.21,0.48
35012,0.73,0.49
35013,0.02,0.38
35014,0.06,0.17
35015,0.35,0.61
35016,0.13,0.32
35017,0.57,0.87
35018,0.08,0.09
35019,0.12,0.8
35020,0.7,0.91
35021,0.07,0.21
35022,0.08,0.21
35023,0.39,0.37
35024,0.36,0.31
35025,0.05,0.14
35026,0.05,0.11
35027,0.13,0.48
35028,0.72,0.93
35029,0.52,0.85
35030,0.48,0.63
35031,0.09,0.27
35032,0.11,0.55
35033,0.43,0.58
35034,0.03,0.45
35035,0.15,0.8
35036,0.25,0.46
35037,0.35,0.56
35038,0.18,0.27
35039,0.64,0.66
35040,0.23,0.36
35041,0.15,0.22
35042,0.02,0.16
35043,0.02,0.731
35044,0.07,0.36
35045,0.0,0.08
35046,0.79,0.51
35047,0.52,0.61
35048,0.13,0.43
35049,0.24,0.35
35050,0.07,0.06
35051,0.11833333333333335,0.255
35052,0.06,0.19
35053,0.16,0.89
35054,0.07,0.26
35055,0.19,0.66
35056,0.08,0.15
35057,0.03,0.09
35058,0.52,0.51
35059,0.3,0.16
35060,0.25,0.32
35061,0.17,0.28
35062,0.26,0.92
35063,0.03,0.11
35064,0.19,0.22
35065,0.58,0.74
35066,0.06,0.44
35067,0.03,0.07
35068,0.2,0.57
35069,0.16,0.18
35070,0.44,0.75
35071,0.46,0.65
35072,0.41,0.84
35073,0.43,0.19
35074,0.56,0.47
35075,0.04,0.12
35076,0.19,0.38
35077,0.07,0.09
35078,0.34,0.66
35079,0.73,0.87
35080,0.28,0.51
35081,0.26,0.45
35082,0.04,0.08
35083,0.16,0.16
35084,0.72,0.93
35085,0.11,0.84
35086,0.1,0.22
35087,0.05,0.8
35088,0.28,0.92
35089,0.06,0.18
35090,0.62,0.89
35091,0.06,0.25
35092,0.17,0.81
35093,0.05,0.16
35094,0.19,0.71
35095,0.45,0.6
35096,0.0,0.97
35097,0.72,0.94
35098,0.22,0.69
35099,0.11,0.12
35100,0.22,0.73
35101,0.18,0.62
35102,0.03,0.06
35103,0.1,0.21
35104,0.12,0.93
35105,0.14,0.58
35106,0.07,0.6
35107,0.13,0.63
35108,0.07,0.4
35109,0.61,0.12
35110,0.46,0.3
35111,0.58,0.97
35112,0.23,0.67
35113,0.24,0.25
35114,0.75,0.82
35115,0.18,0.78
35116,0.0,0.07
35117,0.16,0.3
35118,0.23,0.92
35119,0.02,0.35
35120,0.01,0.16
35121,0.66,0.87
35122,0.07,0.1
35123,0.22,0.33
35124,0.24,0.81
35125,0.2,0.57
35126,0.06,0.17
35127,0.2,0.35
35128,0.09,0.96
35129,0.3,0.53
35130,0.31,0.16
35131,0.09,0.5
35132,0.55,0.8
35133,0.27,0.18
35134,0.35,0.62
35135,0.48,0.17
35136,0.51,0.75
35137,0.53,0.76
35138,0.24,0.07
35139,0.15,0.56
35140,0.17,0.71
35141,0.05,0.87
35142,0.07,0.14
35143,0.04,0.1
35144,0.15,0.23
35145,0.14,0.84
35146,0.22,0.62
35147,0.01,0.09
35148,0.11,0.2
35149,0.06,0.55
35150,0.31,0.68
35151,0.17,0.78
35152,0.05,0.15
35153,0.2,0.45
35154,0.43,0.95
35155,0.03,0.74
35156,0.45,0.24
35157,0.13,0.43
35158,0.04,0.11
35159,0.01,0.07
35160,0.14,0.95
35161,0.02,0.07
35162,0.35,0.82
35163,0.11,0.59
35164,0.3,0.37
35165,0.47,0.57
35166,0.02,0.2
35167,0.14,0.19
35168,0.27,0.19
35169,0.14,0.13
35170,0.16,0.53
35171,0.88,0.8
35172,0.14,0.66
35173,0.4,0.74
35174,0.05,0.24
35175,0.0,0.29
35176,0.24,0.59
35177,0.09,0.08
35178,0.02,0.03
35179,0.27,0.74
35180,0.15,0.85
35181,0.06,0.24
35182,0.05,0.47
35183,0.67,0.68
35184,0.07,0.14
35185,0.23,0.2
35186,0.24,0.95
35187,0.6,0.82
35188,0.54,0.68
35189,0.53,0.65
35190,0.04,0.33
35191,0.13,0.09
35192,0.09,0.51
35193,0.14,0.3
35194,0.03,0.08
35195,0.26,0.23
35196,0.2,0.54
35197,0.38,0.88
35198,0.07,0.55
35199,0.09,0.13
35200,0.3,0.79
35201,0.01,0.07
35202,0.07,0.94
35203,0.08,0.89
35204,0.17,0.5
35205,0.41,0.28
35206,0.28,0.73
35207,0.6,0.71
35208,0.26,0.42
35209,0.15,0.56
35210,0.35,0.84
35211,0.17,0.6
35212,0.45,0.79
35213,0.1,0.36
35214,0.12,0.16
35215,0.1,0.08
35216,0.07,0.83
35217,0.14,0.53
35218,0.22,0.2
35219,0.11,0.25
35220,0.06,0.13
35221,0.04,0.73
35222,0.08,0.23
35223,0.5,0.86
35224,0.1,0.19
35225,0.72,0.96
35226,0.0,0.05
35227,0.11,0.37
35228,0.15,0.28
35229,0.45,0.78
35230,0.18,0.08
35231,0.58,0.71
35232,0.29,0.19
35233,0.33,0.55
35234,0.13,0.14
35235,0.19,0.39
35236,0.09,0.06
35237,0.0,0.12
35238,0.04,0.69
35239,0.06,0.37
35240,0.18,0.91
35241,0.04,0.1
35242,0.09,0.19
35243,0.33,0.78
35244,0.37,0.54
35245,0.12,0.83
35246,0.02,0.33
35247,0.14,0.37
35248,0.5,0.7
35249,0.21,0.74
35250,0.29,0.27
35251,0.03,0.04
35252,0.06,0.2
35253,0.78,0.65
35254,0.29,0.66
35255,0.17,0.58
35256,0.03,0.15
35257,0.38,0.24
35258,0.09,0.26
35259,0.36,0.85
35260,0.6,0.94
35261,0.17,0.18
35262,0.61,0.57
35263,0.02,0.12
35264,0.27,0.53
35265,0.23,0.59
35266,0.86,0.88
35267,0.2,0.72
35268,0.42,0.16
35269,0.07,0.17
35270,0.56,0.4
35271,0.12,0.64
35272,0.72,0.81
35273,0.21,0.24
35274,0.33,0.34
35275,0.11,0.4
35276,0.38,0.67
35277,0.22,0.86
35278,0.09,0.2
35279,0.49,0.66
35280,0.06,0.78
35281,0.09,0.24
35282,0.14,0.38
35283,0.39,0.27
35284,0.75,0.14
35285,0.07,0.47
35286,0.61,0.88
35287,0.31,0.52
35288,0.16,0.81
35289,0.04,0.02
35290,0.14,0.06
35291,0.05,0.74
35292,0.08,0.39
35293,0.03,0.17
35294,0.32,0.54
35295,0.04,0.12
35296,0.13,0.24
35297,0.02,0.15
35298,0.17,0.26
35299,0.16,0.18
35300,0.05,0.77
35301,0.06,0.09285714285714285
35302,0.06,0.32
35303,0.1,0.41
35304,0.31,0.89
35305,0.06,0.02
35306,0.09,0.05
35307,0.27,0.67
35308,0.11,0.52
35309,0.74,0.35
35310,0.09,0.53
35311,0.2,0.51
35312,0.09,0.11
35313,0.56,0.96
35314,0.17,0.18
35315,0.01,0.08
35316,0.21,0.54
35317,0.11,0.37
35318,0.09,0.09
35319,0.79,0.86
35320,0.08,0.63
35321,0.08,0.1
35322,0.0,0.07
35323,0.15,0.33
35324,0.67,0.88
35325,0.21,0.64
35326,0.85,0.93
35327,0.48,0.81
35328,0.43,0.29
35329,0.19,0.67
35330,0.2,0.28
35331,0.08,0.16
35332,0.3,0.35
35333,0.69,0.86
35334,0.13,0.07
35335,0.03,0.4
35336,0.2,0.24
35337,0.54,0.43
35338,0.59,0.82
35339,0.02,0.04
35340,0.53,0.68
35341,0.1,0.28
35342,0.14,0.36
35343,0.14,0.32
35344,0.21,0.77
35345,0.03,0.22
35346,0.09,0.56
35347,0.2,0.74
35348,0.06,0.25
35349,0.45,0.58
35350,0.42,0.63
35351,0.04,0.48
35352,0.18,0.7
35353,0.04,0.08
35354,0.43,0.71
35355,0.06,0.09
35356,0.24,0.44
35357,0.11,0.65
35358,0.48,0.54
35359,0.44,0.76
35360,0.34,0.32
35361,0.3,0.29
